Region,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape,Shape
1,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443
2,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443
3,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443
4,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443
5,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443
6,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443
7,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443
8,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443,1.443
